Адрес,Широта,Долгота
"Москва, Нагатинская, д. 16 , г. Москва, Нагатинская Улица, д. 16",0.0,0.0
"Яблочкова, г. Москва, Яблочкова, д. 19",0.0,0.0
"Милашенкова-4, Москва, г. Москва, Улица Милашенкова, д. 4, стр. 7",0.0,0.0
"Москва-Сити, г. Москва, Пресненская Наб, д. 2",0.0,0.0
"Тимирязевский П-МИНИ-12, г. Москва, Дмитровское Шоссе, д. 13К1",0.0,0.0
"Андропова-Вундеркинд, г. Москва, Проспект Андропова, д. 22",0.0,0.0
"Милашенкова, г. Москва, Улица Милашенкова, д. 8",0.0,0.0
"Космонавтов 15, Москва, г. Москва, Улица Космонавтов, д. 15",0.0,0.0
"Калитники (для сотрудников), г. Москва, Средняя Калитниковская Улица, д. 28, стр. 4",0.0,0.0
"Новочеремушкинский, г. Москва, Новочерёмушкинская Улица, д. 26, корп. 1",0.0,0.0
"Старт, г. Москва, Ленинградский Проспект, д. 37Б",0.0,0.0
"Интеграл, г. Москва, Проезд Завода Серп И Молот, д. 10",0.0,0.0
"Андропова Гвоздь, г. Москва, Проспект Андропова, д. 36",0.0,0.0
"Знамя Октября, Москва, г. Москва, Симферопольский Проезд, д. 20",0.0,0.0
"Серебряный дом, г. Москва, Большая Семёновская Улица, д. 16",0.0,0.0
"Ростокино,Триколор, г. Москва, Проспект Мира, д. 188Б, корп. 2",0.0,0.0
"Стромынка-25, Москва, г. Москва, Улица Стромынка, д. 25, стр. 1",0.0,0.0
"Севастопольский, 28, Москва, г. Москва, Севастопольский Проспект, д. 28, корп. 2",0.0,0.0
"Болотниковская 30, г. Москва, Болотниковская, д. 30",0.0,0.0
"Локомотивный, Москва, г. Москва, Локомотивный Проезд, д. 4",0.0,0.0
"Вавилова, г. Москва, Улица Вавилова, д. 66",0.0,0.0
"Ботанический Сад, г. Москва, Лазоревый, д. 5, корп. 5",0.0,0.0
"Варшавский, г. Москва, Варшавское Шоссе, д. 87Б",0.0,0.0
"Чонгарский, г. Москва, Чонгарский Бульвар, д. 16, корп. 1",0.0,0.0
"Хорошевка, г. Москва, Хорошёвское Шоссе, д. 27",0.0,0.0
"Синица Плаза, г. Москва, 2-Я Улица Синичкина, д. 9А",0.0,0.0
"Ялтинская П-МИНИ-26, г. Москва, Ялтинская Улица, д. 2",0.0,0.0
"Москворечье, Москва, г. Москва, Каширское Шоссе, д. 26",0.0,0.0
"Гарибальди, г. Москва, Улица Гарибальди, д. 23",0.0,0.0
"Наследие, г. Москва, Краснобогатырская, д. 90, стр. 2",0.0,0.0
"Азовская-универсам, г. Москва, Азовская Ул, д. 24, корп. 3",0.0,0.0
"Каховка 27, Москва, г. Москва, Улица Каховка, д. 27",0.0,0.0
"Владыкино, г. Москва, Алтуфьевское Шоссе, д. 8",0.0,0.0
"Коломенская, г. Москва, Коломенская Улица, д. 7",0.0,0.0
"Снежная, 26, Москва, г. Москва, Снежная Улица, д. 26",0.0,0.0
"Москва Балаклавский, г. Москва, Балаклавский Проспект, д. 16А",0.0,0.0
"Сердце Столицы, Москва, г. Москва, Шелепихинская Набережная, д. 34, корп. 2/1",0.0,0.0
"Наметкина, 3, г. Москва, Улица Намёткина, д. 3",0.0,0.0
"Фили Град, г. Москва, Береговой, д. 5",0.0,0.0
"Щербаковская, Москва, Щербаковская улица, 7А",0.0,0.0
"Алтуфьево 22, Москва, г. Москва, Алтуфьевское Шоссе, д. 22Б",0.0,0.0
"Северное Чертаново, Москва, Южный административный округ, район Чертаново Северное, микрорайон Северное Чертаново, 1к2",0.0,0.0
"Пролетарский, г. Москва, Пролетарский Проспект, д. 19К1",0.0,0.0
"Дежнева-21, г. Москва, Проезд Дежнёва, д. 21",0.0,0.0
"Ярославка, г. Москва, Ярославское Шоссе, д. 12, корп. 2",0.0,0.0
"Дмитровское шоссе 73С3, Москва, г. Москва, Дмитровское Шоссе, д. 73, стр. 3",0.0,0.0
"Алмазный, г. Москва, Ленинградский Проспект, д. 80К17",0.0,0.0
"Калужская, г. Москва, Профсоюзная Улица, д. 61А",0.0,0.0
"Сабурово, Москва, г. Москва, Кантемировская Улица, д. 16, корп. 1",0.0,0.0
"Отрадное, Москва, Алтуфьевское шоссе, 40Д",37.59118418472837,55.8710167
"Римский-Корсаков, г. Москва, Улица Римского-Корсакова, д. 20",0.0,0.0
"Космонавта Волкова, г. Москва, Космонавта Волкова, д. 6, стр. А",0.0,0.0
"Варшавка, г. Москва, Варшавское Шоссе, д. 124, корп. 1",0.0,0.0
"Зогре, Москва, г. Москва, 3-Я Хорошёвская Улица, д. 21А",0.0,0.0
"Летчика Бабушкина 15, Москва, г. Москва, Улица Лётчика Бабушкина, д. 15",0.0,0.0
"Шоссейная 34/36, г. Москва, Шоссейная, д. 34/36, корп. 1",0.0,0.0
"ЖК Утесов, Москва, г. Москва, Карамышевская Набережная, д. 2А",0.0,0.0
"ТЦ Новопетровский БИН, г. Москва, Новопетровская Улица, д. 6",0.0,0.0
"Филевская, г. Москва, Филевская 2-Я Ул, д. 14",0.0,0.0
"Кантемировская, г. Москва, Кантемировская Улица, д. 6К1",0.0,0.0
"Москва, Кавказский б-р, 26, г. Москва, Кавказский Бульвар, д. 26",0.0,0.0
"Полярная 21, г. Москва, Полярная Улица, д. 21",0.0,0.0
"Глобус, г. Москва, Кировоградская Улица, д. 14",0.0,0.0
"Ленинский, г. Москва, Ленинский Проспект, д. 99",0.0,0.0
"Академика Челомея 3, Москва, г. Москва, Улица Академика Челомея, д. 3, корп. 2",0.0,0.0
"Шоссейная, 49, Москва, г. Москва, Шоссейная Улица, д. 49",0.0,0.0
"Сухонская - Огни Столицы, Москва, Сухонская улица, 9А",0.0,0.0
"Волжский б-р, г. Москва, Волжский Бульвар, д. 5, корп. 1",0.0,0.0
"Дмитровское шоссе, 80, Москва, г. Москва, Дмитровское Шоссе, д. 80",0.0,0.0
"Мичуринский проспект 31 к7, Москва, г. Москва, Мичуринский Проспект, д. 31, корп. 7",0.0,0.0
"Бибирево, г. Москва, Улица Плещеева, д. 4",0.0,0.0
"Введенского, Москва, г. Москва, Улица Введенского, д. 13Б",0.0,0.0
"Юные Ленинцы, г. Москва, Улица Юных Ленинцев, д. 12",0.0,0.0
"Луганская, г. Москва, Луганская Улица, д. 5А",0.0,0.0
"Минская, г. Москва, Минская Улица, д. 14, стр. А",0.0,0.0
"Дмитровка, г. Москва, Дмитровское Шоссе, д. 89",0.0,0.0
"Александр-универсам, г. Москва, Улица Пришвина, д. 22",0.0,0.0
"Раменки, г. Москва, Улица Раменки, д. 3",0.0,0.0
"Керамический, г. Москва, Керамический Проезд, д. 51, корп. 2",0.0,0.0
"Открытое шоссе П-МИНИ-27, г. Москва, Открытое Шоссе, д. 9",0.0,0.0
"Бакинская 17, Москва, г. Москва, Бакинская Улица, д. 17",0.0,0.0
"Ленинский пр-т, 109, г. Москва, Ленинский Проспект, д. 109",0.0,0.0
"Москва, Мичуринский 44а, Москва, г. Москва, Мичуринский Проспект, д. 44А",0.0,0.0
"Лобачевского П-МИНИ-10, г. Москва, Улица Лобачевского, д. 2",0.0,0.0
"Дубнинская - Петровский, г. Москва, Дубнинская Улица, д. 30",0.0,0.0
"Измайловское шоссе, г. Москва, Измайловское Шоссе, д. 71, корп. А",0.0,0.0
"Народного Ополчения, 7к, г. Москва, Улица Народного Ополчения, д. 24",0.0,0.0
"Маркос, г. Москва, Алтуфьевское Шоссе, д. 70К1",0.0,0.0
"Онежская, 7к, г. Москва, Онежская Улица, д. 20",0.0,0.0
"Заревый, г. Москва, Заревый Проезд, д. 14/12",0.0,0.0
"Широкая, г. Москва, Широкая Улица, д. 9К1",0.0,0.0
"Волжский бульвар, 113А, Москва, г. Москва, Волжский Бульвар Квартал 113А, корп. 1",0.0,0.0
"Мурановская, Москва, г. Москва, Мурановская Улица, д. 15А",0.0,0.0
"Славянка, г. Москва, Кутузовский Проспект, д. 57 Вл3",0.0,0.0
"Миклухо-Маклая, г. Москва, Улица Миклухо-Маклая, д. 37",0.0,0.0
"Маршала Бирюзова, г. Москва, Улица Маршала Бирюзова, д. 32",0.0,0.0
"Олимпийская деревня, Москва, улица Удальцова, 42",0.0,0.0
"Новочеркасский бульвар, д.20, Москва, г. Москва, Новочеркасский Бульвар, д. 20, корп. 5",0.0,0.0
"Рязанский, 7к, г. Москва, Рязанский Проспект, д. 14, корп. 2",0.0,0.0
"Тук тук Матвеевская, Москва, г. Москва, Матвеевская Улица, д. 2",0.0,0.0
"Сиреневый сад, Москва, Щёлковское шоссе, 2А",0.0,0.0
"Малыгина - Огни Столицы, г. Москва, Улица Малыгина, д. 7",0.0,0.0
"Удальцова П-МИНИ-33, г. Москва, Улица Удальцова, д. 85, корп. 5",0.0,0.0
"Дубнинская, 40, г. Москва, Дубнинская Улица, д. 40А, корп. 1",0.0,0.0
"Прага, г. Москва, Россошанский Проезд, д. 3",0.0,0.0
"Профсоюзная, 118, Троицкий , г. Москва, Профсоюзная Улица, д. 118",0.0,0.0
"Алтуфьево, г. Москва, Череповецкая Улица, д. 17",0.0,0.0
"Череповецкая 18, Москва, г. Москва, Череповецкая Улица, д. 18",0.0,0.0
"Софьи Ковалевской, г. Москва, Софьи Ковалевской Ул, д. 2",0.0,0.0
"Малая Филевская 13, Москва, г. Москва, Малая Филёвская Улица, д. 13",0.0,0.0
"Совхозная-универсам, г. Москва, Совхозная Улица, д. 8",0.0,0.0
"Онежская, г. Москва, Онежская Улица, д. 34",0.0,0.0
"Давыдково, г. Москва, Славянский Бульвар, д. 9К1",0.0,0.0
"Сомбреро, г. Москва, Нежинская Улица, д. 6, корп. 1",0.0,0.0
"Алтуфьевское - Огни Столицы, г. Москва, Алтуфьевское Шоссе, д. 95",0.0,0.0
"Зеленодольская, Россия, Москва, Зеленодольская Улица, 44",0.0,0.0
"Будапешт, г. Москва, Зеленодольская Улица, д. 40",0.0,0.0
"Борисовский-Каширское, Москва, г. Москва, Каширское Шоссе, д. 80",0.0,0.0
"Академика Янгеля, Москва, улица Академика Янгеля, 8А",0.0,0.0
"Москва Сомбреро, Москва, г. Москва, Варшавское Шоссе, д. 152А",0.0,0.0
"Борисовский - Петровский , г. Москва, Борисовский Проезд, д. 3К1",0.0,0.0
"Марьинский Пассаж, Москва, Люблинская улица, 102А",37.742267640882794,55.652262050000004
"Академика Капицы, г. Москва, Улица Академика Капицы, д. 34/121",0.0,0.0
"Перерва, 7к, г. Москва, Улица Перерва, д. 43, корп. 1",0.0,0.0
"Кронштадтский 3, Москва, г. Москва, Кронштадтский Бульвар, д. 3А",0.0,0.0
"Лобненская, г. Москва, Лобненская Улица, д. 4, стр. А",0.0,0.0
"Ясенево, г. Москва, Литовский Бульвар, д. 22",0.0,0.0
"Братиславская-универсам, г. Москва, Братиславская Улица, д. 12",0.0,0.0
"МариЭль-универсам, г. Москва, Люблинская Улица, д. 169, корп. 2",0.0,0.0
"Никитинская, 7к, г. Москва, Никитинская Улица, д. 11",0.0,0.0
"Ясногорская-2, Москва, Ясногорская улица, 2",0.0,0.0
"РИО Юго-Западная, г. Москва, Проспект Вернадского, д. 86, стр. А",0.0,0.0
"Островитянова, г. Москва, Улица Островитянова, д. 7",0.0,0.0
"Паперника, г. Москва, Рязанский Проспект, д. 28С1",0.0,0.0
"Бирюлевская, 7к, г. Москва, Бирюлёвская, д. 21, корп. 1",0.0,0.0
"Коровинское ш., 7к, г. Москва, Коровинское Шоссе, д. 24, корп. 1",0.0,0.0
"Липецкая, г. Москва, Липецкая Улица, д. 16/14, корп. 1",0.0,0.0
"Щука, Москва, г. Москва, Щукинская Улица, д. 42",0.0,0.0
"Рязанский проспект 30, г. Москва, Рязанский, д. 30",0.0,0.0
"Бакинских Комиссаров 26, Москва, г. Москва, Улица 26-Ти Бакинских Комиссаров, д. 7, корп. 6",0.0,0.0
"Краснодарская, д.51, к.2, Москва, г. Москва, Краснодарская Улица, д. 51, корп. 2",0.0,0.0
"Ясногорская, г. Москва, Новоясеневский Проспект, д. 11",0.0,0.0
"Медынская-Петровский, г. Москва, Медынская Улица, д. 7",0.0,0.0
"Новоясеневский 7, Москва, г. Москва, Новоясеневский Проспект, д. Вл7",0.0,0.0
"Борисовские Пруды, 7к, г. Москва, Улица Борисовские Пруды, д. 10, корп. 1",0.0,0.0
"Фестиваль, г. Москва, Улица Мичуринский Проспект, Олимпийская Деревня, д. 3, корп. 1",0.0,0.0
"Авиационная 66, Москва, г. Москва, Авиационная Улица, д. 66",0.0,0.0
"Габричевского, 7к, г. Москва, Габричевского, д. 10, корп. 3",0.0,0.0
"Аннино , г. Москва, Варшавское Шоссе, д. 160",0.0,0.0
"Новомарьинская, г. Москва, Новомарьинская Улица, д. 14/15",0.0,0.0
"МФК Аминьевское шоссе, Москва, г. Москва, Аминьевское Шоссе, д. 15",0.0,0.0
"Паустовский, г. Москва, Улица Паустовского, д. 6К1",0.0,0.0
"Кутузовский, г. Москва, Кутузовский Проспект, д. 88",0.0,0.0
"3-я Парковая, г. Москва, 3-Я Парковая Улица, д. Вл24",0.0,0.0
"Паперника - Петровский, г. Москва, Улица Паперника, д. 9",0.0,0.0
"Галерея Водолей, г. Москва, Ореховый Бульвар, д. 15",0.0,0.0
"Лебедянская, 17, Москва, г. Москва, Лебедянская Улица, д. 17",0.0,0.0
"Никулино, г. Москва, Улица Покрышкина, д. 5",0.0,0.0
"Марьино, г. Москва, Мячковский Бульвар, д. 18К1",0.0,0.0
"Профсоюзная, д. 129А, Москва, г. Москва, Профсоюзная Улица, д. 129А",0.0,0.0
"Мусы Джалиля - Петровский, г. Москва, Улица Мусы Джалиля, д. 6К2",0.0,0.0
"ЖК Измайловский, г. Москва, Первомайская Улица, д. 42",0.0,0.0
"Белград, г. Москва, Домодедовская Улица, д. 28",0.0,0.0
"Голубинская, г. Москва, Голубинская Улица, д. 28",0.0,0.0
"Мытищи, Троицкая, Московская Обл., г. Мытищи, Троицкая, д. 7",0.0,0.0
"Ореховый б-р д.14 к.3, Москва, г. Москва, Ореховый Бульвар, д. 14, корп. 3",0.0,0.0
"Фестивальная, Москва, Фестивальная улица, 2Б",28.300998326901343,57.3562903
"Лебедянская, 7к, г. Москва, Лебедянская Улица, д. 14, корп. 2",0.0,0.0
"Братиславская - 2, г. Москва, Братиславская Улица, д. 27, корп. 1",0.0,0.0
"Шипиловский, г. Москва, Шипиловская Улица, д. 50, корп. 1",0.0,0.0
"Бирюлевская-универсам, г. Москва, Бирюлёвская Улица, д. 51",0.0,0.0
"Мытищи Перловка, г. Мытищи, Улица Селезнёва, д. 33",0.0,0.0
"Зеленоградская, 7к, г. Москва, Зеленоградская Улица, д. 33, корп. 2",0.0,0.0
"Востряковский, г. Москва, Востряковский Проезд, д. 17А",0.0,0.0
"Новоясеневский, г. Москва, Голубинская Улица, д. 5, корп. 1",0.0,0.0
"Ключевой, Москва, г. Москва, Улица Борисовские Пруды, д. 26",0.0,0.0
"Михневская, 4, г. Москва, Михневская Ул, д. 4",0.0,0.0
"Норфа, Московская Обл., г. Мытищи, Лётная, д. 40А",0.0,0.0
"Новомытищинский 1, Московская Обл., г. Мытищи, Новомытищинский, д. 49, корп. 1",0.0,0.0
"Загорье, г. Москва, Липецкая Улица, д. 7А",0.0,0.0
"Академика Анохина, г. Москва, Улица Академика Анохина, д. 58",0.0,0.0
"Скрябина, г. Москва, Академика Скрябина, д. 30, корп. 1",0.0,0.0
"Байкальская, 7к, г. Москва, Байкальская Улица, д. 12",0.0,0.0
"Федоренко - Огни Столицы, г. Москва, Улица Маршала Федоренко, д. 12",0.0,0.0
"Никулинская 21, г. Москва, Никулинская, д. 21",0.0,0.0
"Елецкая, г. Москва, Елецкая Улица, д. 15",0.0,0.0
"ТеплыйСтан П-МИНИ-7, г. Москва, Улица Генерала Тюленева, д. 25, корп. 1",0.0,0.0
"Северное Бутово, г. Москва, Старокачаловская Улица, д. 1, корп. Б",0.0,0.0
"Ясный, Москва, г. Москва, Каширское Шоссе, д. 65, корп. 3",0.0,0.0
"Кустанайская, г. Москва, Кустанайская Улица, д. 6",0.0,0.0
"Академика Варги 8, Москва, г. Москва, Улица Академика Варги, д. 8, корп. 1",0.0,0.0
"Озерная, 35, Москва, г. Москва, Озёрная Улица, д. 35",0.0,0.0
"Новомытищинский П-МИНИ-23, Московская область, Мытищи, Новомытищинский проспект, 31А",0.0,0.0
"Тушино, 7к, г. Москва, Улица Свободы, д. 44",0.0,0.0
"Грина, г. Москва, Улица Грина, д. 7",0.0,0.0
"Ленинградское шоссе, 112, Москва, г. Москва, Ленинградское Шоссе, д. 112, корп. 4",0.0,0.0
"Щелковское шоссе 75, Россия, Москва, Щёлковское Шоссе, 75",0.0,0.0
"4Дейли, Московская Область, г. Мытищи, Улица Мира, стр. 32/2",0.0,0.0
"Москва Сормовская, г. Москва, Сормовская Улица, д. 6",0.0,0.0
"Петра, г. Мытищи, Улица Мира, д. 30",0.0,0.0
"Фрязевская, г. Москва, Фрязевская Улица, д. 3, корп. 1",0.0,0.0
"Молодежный, г. Москва, Можайское Ш, д. 31, корп. 1",0.0,0.0
"Тушино-Плаза, г. Москва, Сходненская Улица, д. 56",0.0,0.0
"Перово, г. Москва, Свободный Проспект, д. 33",0.0,0.0
"Совхоз им.Ленина, Московская Обл., г. Совхоза Им Ленина, Мкад 25, д. 5, стр. А",0.0,0.0
"Зеленый, Москва, г. Москва, Зелёный Проспект, д. 62А",0.0,0.0
"Москва, Сходненская, 25, г. Москва, Сходненская Улица, д. 25",0.0,0.0
"Магнитогорская, 7к, г. Москва, Магнитогорская Улица, д. 2",0.0,0.0
"Свободы, 7к, г. Москва, Улица Свободы, д. 75",0.0,0.0
"Мытищи Волковское, Россия, Московская Область, Мытищи, Волковское Шоссе, 23Г",0.0,0.0
"Продуктомат FreshShelf, ЖК ""Новое Медведково"", офис заселения, г. Мытищи, улица Разведчика Абеля, д. 3,",0.0,0.0
"Вешняковский Пассаж, Москва, Вешняковская улица, 22А",37.82211571119302,55.7204277
"Свободы, д.91 стр.1, Москва, г. Москва, Улица Свободы, д. 91, стр. 1",0.0,0.0
"Универмаг Вешняки, г. Москва, Вешняковская Улица, д. 18",0.0,0.0
"Крылатское, г. Москва, Осенний Бульвар, д. 12, корп. 1",0.0,0.0
"Строгино Виктория, г. Москва, Улица Маршала Катукова, д. 25",0.0,0.0
"Говорово, Москва Г., г. Московский, Центральная Ул, д. 18А",0.0,0.0
"Саянская, г. Москва, Саянская Улица, д. 8, корп. А",0.0,0.0
"Киевское шоссе, Москва, поселение Московский, Киевское шоссе, 22-й километр, вл4блокА",0.0,0.0
"Героев Панфиловцев, г. Москва, Улица Героев Панфиловцев, д. 7",0.0,0.0
"Планерная, г. Москва, Планерная Улица, д. 7",0.0,0.0
"Скобелевская, г. Москва, Скобелевская Улица, д. 24",0.0,0.0
"Рублевский Западный, г. Москва, Рублёвское, д. 52А",0.0,0.0
"Адмирала Ушакова, Москва, бульвар Адмирала Ушакова, 7",37.5526542,55.5469914
"Ньютон, Московская Обл., г. Мытищи, Рождественская, д. 11",0.0,0.0
"ТРЦ Мытищи Лайт, Московская Обл., г. Мытищи, Осташковское Ш, д. 22, стр. 1",0.0,0.0
"Видное, Московская Обл., г. Видное, Солнечный, д. 10",0.0,0.0
"Мытищи Плаза, г. Мытищи, Шараповский Проезд, д. 2",0.0,0.0
"Веневская Орион, Москва, г. Москва, Венёвская Улица, д. 6",0.0,0.0
"Хабаровская, г. Москва, Хабаровская Улица, д. 15",0.0,0.0
"Химки П-МИНИ-6, Московская область, Химки, улица Кудрявцева",0.0,0.0
"Южное Бутово, г. Москва, Венёвская Улица, д. 15",0.0,0.0
"Катукова 18/ БИН, г. Москва, Маршала Катукова, д. 18",0.0,0.0
"Туристская д.13 к.2, Москва, г. Москва, Туристская Улица, д. 13, корп. 2",0.0,0.0
"Олимпийский, Московская Обл., г. Мытищи, Олимпийский, д. 21",0.0,0.0
"Лазаревский, г. Москва, Улица Адмирала Лазарева, д. 24",0.0,0.0
"Долгопрудный ТЦ Город, Московская Область, г. Долгопрудный, Лихачёвский Проспект, д. 76, корп. 1",0.0,0.0
"Альт Олимпийский, Московская Обл., г. Мытищи, Олимпийский, д. 10",0.0,0.0
"Химки-Лига, Московская Обл., г. Химки, Ленинградское Ш, д. 5",0.0,0.0
"Таллинская, г. Москва, Таллинская Улица, д. 7",0.0,0.0
"Ларец, Московская Обл., г. Видное, Радужная, д. 2",0.0,0.0
"Строгинский бульвар, г. Москва, Строгинский Бульвар, д. 1К2",0.0,0.0
"Видное, Березовая, Московская Обл., г. Видное, Березовая, д. 8",0.0,0.0
"Николин парк, Москва, г. Новомосковский Административный Округ, Николо-Хованская Улица, д. 28, стр. 5",0.0,0.0
"Адмирала Лазарева-универсам, г. Москва, Улица Адмирала Лазарева, д. 52",0.0,0.0
"Солнцевский проспект, г. Москва, Солнцевский Проспект, д. 21",0.0,0.0
"Долгопрудный, Стародмитровское шоссе, Московская Обл., г. Долгопрудный, Старое Дмитровское, д. 2, стр. 1",0.0,0.0
"Молодежная П-МИНИ-15, г. Москва, Молодёжная Улица, д. 2",0.0,0.0
"Жулебино, г. Москва, Жулебинский Бульвар, д. 6/11",0.0,0.0
"Восточный Ветер, Московская область, Балашиха, микрорайон 1 Мая, 2",0.0,0.0
"Реутов Новая, Московская Область, г. Реутов, Новая Улица, д. 3",0.0,0.0
"Боровское шоссе, г. Москва, Боровское Шоссе, д. 6",0.0,0.0
"Эко Видное, Московская Обл., г. Сапроново, Северный, д. 2",0.0,0.0
"Новокосинская, г. Москва, Новокосинская Улица, д. 10К2",0.0,0.0
"Новокосино, Москва, Новокосинская улица, 14А",37.8570749358916,55.73774845
"Реутов, ул. Октября ТЦ ""Экватор, г. Реутов, Улица Октября, д. Вл10",0.0,0.0
"Реутов, Московская область, Реутов, Южная улица, 10А",37.862269,55.7471531
"Авиаконструктора Миля, Москва, г. Москва, Улица Генерала Кузнецова, д. 22",0.0,0.0
"Сосновка, Москва Г., г. Сосенки, Сосновая, д. 6",0.0,0.0
"Жулебино-2, г. Москва, Улица Генерала Кузнецова, д. 25К1",0.0,0.0
"Митино-3, г. Москва, Пятницкое Шоссе, д. 3",0.0,0.0
"Кирилловка, г. Москва, Брусилова Ул, д. 29, корп. А",0.0,0.0
"ЖК Лучи, Москва, г. Москва, Производственная Улица, д. 12, корп. 2",0.0,0.0
"Родионово, Московская Обл., г. Химки, 9 Мая, д. 8А",0.0,0.0
"Мытищи,Пирогово, Московская Обл., г. Пирогово, Совхозная, д. 20Г",0.0,0.0
"Маршала Полубоярова, г. Москва, Улица Маршала Полубоярова, д. 16К1",0.0,0.0
"Новостроевская, Москва Г., г. Щербинка, Новостроевская Улица, д. 6",0.0,0.0
"Реутов, Юбилейный, 41, Московская Область, г. Реутов, Юбилейный Проспект, д. 41",0.0,0.0
"Новокосинская, г. Москва, Новокосинская, д. 47",0.0,0.0
"Москва, Щербинка ТЦ Акварель, Москва Г., г. Щербинка, Железнодорожная Улица, д. 44",0.0,0.0
"ТЦ 5Планет, Дмитровское шоссе, Московская Обл., г. Мытищи, Дмитровское Ш, д. 2",0.0,0.0
"Красногорск Подмосковный, Московская Обл., г. Красногорск, Подмосковный Бульвар, д. 9",0.0,0.0
"Балашиха, 7к, Московская Обл., г. Балашиха, Энтузиастов, д. 20",0.0,0.0
"Химки Транспортный, Россия, Московская Область, Химки, Транспортный Проезд, Вл9",0.0,0.0
"ЖК Арт, Московская Обл., г. Красногорск, Центральная, д. 7",0.0,0.0
"Люберцы Гренада ТД, Московская Область, г. Люберцы, Новорязанское Шоссе, д. 7",0.0,0.0
"Янтарная Кольцевая, Московская Обл., г. Янтарный, Кольцевая, д. 3, корп. 2",0.0,0.0
"Люберцы, Выходной, Московская Обл., г. Люберцы, Октябрьский Проспект, д. 112",0.0,0.0
"Воротынская, г. Москва, Воротынская Улица, д. 18",0.0,0.0
"Митинская 21, г. Москва, Митинская, д. 21",0.0,0.0
"Митино-2, г. Москва, Дубравная Улица, д. 34/29",0.0,0.0
"Генерала Белобородова, г. Москва, Улица Генерала Белобородова, д. 14К1",0.0,0.0
